Unique.ID,Catch Year,Age at Catch,Fish ID,Station-Transect,Converted Lat,Converted Long,Weight(Kg),Increment Number,Increment Width,R Detrended,Year of Increment Formation,Radius at age Ri (mm),Growth Rate,Otolith radius at capture: Rcpt,Fish length at capture: Lcpt (cm),Average fish length at hatching: L0p (cm),Biological Intercept,Back Calculated Weight (W=aL^b),Growth Rate (Biological Intercept),Length Increments,a,b,Pjan U,Pfeb U,Pmar U,Papr U,Pmay U,June U,July U,August U,September U,October U,November U,December U,January U,February U,March U,April U,May U,Pjan V,Pfeb V,Pmar V,Papr V,Pmay V,June V,July V,August V,September V,October V,November V,December V,January V,February V,March V,April V,May V,PJanuary Discharge,PFebruary Discharge,PMarch Discharge,PApril Discharge,PMay Discharge,June Discharge,July Discharge,August Discharge,September Discharge,October Discharge,November Discharge,December Discharge,January Discharge,February Discharge,March Discharge,April Discharge,May Discharge,Avg Discharge,Pjan MSLA,Pfeb MSLA,Pmar MSLA,Papr MSLA,Pmay MSLA,June MSLA,July MSLA,August MSLA,September MSLA,October MSLA,November MSLA,December MSLA,,,,,,June WSC,July WSC,August WSC,September WSC,October WSC,November WSC,December WSC
552,2012,5.5,33_13,33,28.8512,-89.4845,,1,0.87,NA,2007,0.870,,1.91,59,0.2,26.91981872,0.338,,26.91981872,,,-2.02000153,0.32999842,-1.77000153,-0.51000156,-2.81000151,0.51999841,1.92999838,0.16999842,-2.14000153,-2.89000151,-0.83000156,-0.53000156,-2.01000153,-0.15000157,-1.13000155,-1.20000155,-0.01000157,-1.2100015,-0.1400016,1.6199984,0.5399984,1.5599984,1.8599984,1.2999984,0.7999984,-0.2400016,-1.0900015,-0.9800016,1.1899984,-1.2200015,1.6699984,2.0399984,1.8799984,3.0699984,754000,579785.7143,562225.8065,635533.3333,628935.4839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,480064.5161,480064.5161,886870.9677,1363266.667,1097096.774,328.4122888,-0.0489,-0.0778,-0.0731,0.0134,0.0502,0.0422,0.0526,0.093,0.0599,0.1471,0.0647,-0.0142,-0.0294,-0.0334,-0.0589,-0.0059,0.022,-5.01800013,-4.85200024,-4.09200001,5.35500002,5.31699991,-2.20000005,-0.889999986
553,2012,5.5,33_13,33,28.8512,-89.4845,,2,0.38,1.091954,2008,1.250,0.436781609,1.91,59,0.2,38.6039742,0.989,0.434035444,11.68415548,,,-2.01000153,-0.15000157,-1.13000155,-1.20000155,-0.01000157,0.87999841,1.79999839,2.08999838,-3.59000149,-2.18000153,-0.31000157,-0.37000157,1.0799984,-0.82000156,-1.36000154,-0.37000157,-0.64000156,-1.2200015,1.6699984,2.0399984,1.8799984,3.0699984,2.2699984,1.3999984,0.5199984,-0.4000016,-1.6000015,-0.3800016,1.1699984,0.2999984,1.6199984,2.0699984,2.2399984,1.7999984,480064.5161,609965.5172,886870.9677,1363266.667,1097096.774,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,589354.8387,589354.8387,571645.1613,766666.6667,1040258.065,467.7794163,-0.0294,-0.0334,-0.0589,-0.0059,0.022,0.0726,0.1123,0.0476,0.1497,0.1703,0.0918,0.0109,-0.0679,-0.0721,-0.0225,0.0012,0.0328,-5.79400015,-2.73600006,-3.4460001,10.6610003,-1.86800003,-1.27100003,-10.6190004
554,2012,5.5,33_13,33,28.8512,-89.4845,,3,0.233333333,0.8403361,2009,1.483,0.186666667,1.91,59,0.2,45.77845564,1.644,0.18584826,7.174481436,,,1.0799984,-0.8200016,-1.3600015,-0.3700016,-0.6400016,2.6899984,3.0099984,0.8099984,-0.4800016,-0.2000016,-1.1100015,-1.1100015,0.6999984,0.3299984,1.6899984,-1.6700015,-0.6100016,0.2999984,1.6199984,2.0699984,2.2399984,1.7999984,1.0999984,1.8999984,0.4199984,0.7099984,0.6899984,-2.5600015,-1.0300016,-1.6400015,-2.6300015,-0.3800016,2.1599984,2.5299984,589354.8387,477714.2857,571645.1613,766666.6667,1040258.065,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,712419.3548,712419.3548,688967.7419,778366.6667,773258.0645,615.2190476,-0.0679,-0.0721,-0.0225,0.0012,0.0328,0.0858,0.0763,0.1287,0.1886,0.1681,0.1802,0.0741,-0.0199,-0.0565,-0.054,-0.0381,0.0182,-11.3470001,-6.08300018,-3.24300003,-1.10000002,-3.22399998,0.612999976,4.08900023
555,2012,5.5,33_13,33,28.8512,-89.4845,,4,0.2,0.9646302,2010,1.683,0.134831461,1.91,59,0.2,51.92801116,2.393,0.134332961,6.149555517,,,0.6999984,0.3299984,1.6899984,-1.6700015,-0.6100016,0.2799984,-0.3700016,1.3499984,-2.5400015,0.5399984,-0.7700016,0.5799984,0.5399984,0.1099984,-0.3200016,-0.4300016,-0.3500016,-1.6400015,-2.6300015,-0.3800016,2.1599984,2.5299984,2.1499984,1.1499984,0.2699984,0.2399984,-1.2700015,0.3999984,-1.0400016,-1.2400015,1.2799984,1.5799984,3.8799983,2.3199984,712419.3548,946964.2857,688967.7419,778366.6667,773258.0645,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,298677.4194,298677.4194,812612.9032,844533.3333,1399838.71,427.2047619,-0.0199,-0.0565,-0.054,-0.0381,0.0182,0.0881,0.1122,0.1379,0.1815,0.1681,0.0572,-0.0444,-0.1067,-0.1067,-0.0048,-0.0471,0.0011,-5.24499989,-6.29400015,-2.80900002,-6.33099985,-8.85400009,0.460000008,-3.16300011
556,2012,5.5,33_13,33,28.8512,-89.4845,,5,0.156666667,1.1435523,2011,1.840,0.093069307,1.91,59,0.2,56.74516298,3.117,0.09276596,4.817151822,,,0.5399984,0.1099984,-0.3200016,-0.4300016,-0.3500016,0.8399984,1.6399984,1.8999984,-0.6200016,-1.9800015,-1.1000015,-1.7400015,1.0899984,-1.5100015,-1.2300015,-0.3600016,0.1399984,-1.24000155,1.2799984,1.57999839,3.87999834,2.31999837,1.98999838,1.2599984,-0.08000157,-0.40000156,-1.99000153,0.25999842,-0.17000157,1.85999838,-0.20000157,2.85999836,0.87999841,0.58999841,298677.4194,308178.5714,812612.9032,844533.3333,1399838.71,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,626193.5484,626193.5484,618290.3226,567433.3333,400322.5806,523.8666667,-0.1067,-0.1067,-0.0048,-0.0471,0.0011,0.0522,0.0824,0.0963,0.1004,0.0657,0.0948,0.0804,0.0156,-0.0104,0.0081,0.0772,0.0531,-15.6949997,-7.40500021,-6.30499983,-6.33300018,1.25699997,-1.19400001,-2.91199994
557,2012,5.5,33_13,33,28.8512,-89.4845,3.68,5.5,0.073333333,NA,2012,1.913,0.039855072,1.91,59,0.2,59,3.501,0.039736198,2.254837023,,,1.089998,-1.510002,-1.230002,-0.3600016,0.1399984,-0.6900016,2.479998,1.229998,-0.3100016,-1.57394E-06,-0.6000016,-0.1000016,-1.040002,-0.1300016,0.7199984,-2.560002,-0.6800016,1.85999838,-0.20000157,2.85999836,0.87999841,0.58999841,0.38999842,1.3499984,1.1799984,0.17999842,-1.54000154,-1.73000154,0.70999841,0.23999842,-0.06000157,-0.50000156,1.39999839,1.86999838,626193.5484,709068.9655,618290.3226,567433.3333,400322.5806,229,177.7333333,149.8666667,157.7,170.0666667,180.9,219.0333333,568806.4516,568806.4516,571516.129,640900,947100,183.4714286,0.0156,-0.0104,0.0081,0.0772,0.0531,0.1137,0.1534,0.1615,0.1833,0.1071,0.1406,0.0465,0.0198,-0.0096,0.0306,0.0424,0.0646,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
558,2012,5.5,33_26,33,28.8512,-89.4845,,1,0.9,NA,2007,0.900,,1.90,53,0.2,25.15209392,0.276,,25.15209392,,,-2.02000153,0.32999842,-1.77000153,-0.51000156,-2.81000151,0.51999841,1.92999838,0.16999842,-2.14000153,-2.89000151,-0.83000156,-0.53000156,-2.01000153,-0.15000157,-1.13000155,-1.20000155,-0.01000157,-1.2100015,-0.1400016,1.6199984,0.5399984,1.5599984,1.8599984,1.2999984,0.7999984,-0.2400016,-1.0900015,-0.9800016,1.1899984,-1.2200015,1.6699984,2.0399984,1.8799984,3.0699984,754000,579785.7143,562225.8065,635533.3333,628935.4839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,480064.5161,480064.5161,886870.9677,1363266.667,1097096.774,328.4122888,-0.0489,-0.0778,-0.0731,0.0134,0.0502,0.0422,0.0526,0.093,0.0599,0.1471,0.0647,-0.0142,-0.0294,-0.0334,-0.0589,-0.0059,0.022,-5.01800013,-4.85200024,-4.09200001,5.35500002,5.31699991,-2.20000005,-0.889999986
559,2012,5.5,33_26,33,28.8512,-89.4845,,2,0.38,1.091954,2008,1.280,0.422222222,1.90,53,0.2,35.69914141,0.784,0.419330793,10.54704749,,,-2.01000153,-0.15000157,-1.13000155,-1.20000155,-0.01000157,0.87999841,1.79999839,2.08999838,-3.59000149,-2.18000153,-0.31000157,-0.37000157,1.0799984,-0.82000156,-1.36000154,-0.37000157,-0.64000156,-1.2200015,1.6699984,2.0399984,1.8799984,3.0699984,2.2699984,1.3999984,0.5199984,-0.4000016,-1.6000015,-0.3800016,1.1699984,0.2999984,1.6199984,2.0699984,2.2399984,1.7999984,480064.5161,609965.5172,886870.9677,1363266.667,1097096.774,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,589354.8387,589354.8387,571645.1613,766666.6667,1040258.065,467.7794163,-0.0294,-0.0334,-0.0589,-0.0059,0.022,0.0726,0.1123,0.0476,0.1497,0.1703,0.0918,0.0109,-0.0679,-0.0721,-0.0225,0.0012,0.0328,-5.79400015,-2.73600006,-3.4460001,10.6610003,-1.86800003,-1.27100003,-10.6190004
560,2012,5.5,33_26,33,28.8512,-89.4845,,3,0.24,0.8748481,2009,1.520,0.1875,1.90,53,0.2,42.36043455,1.305,0.186595332,6.661293149,,,1.0799984,-0.8200016,-1.3600015,-0.3700016,-0.6400016,2.6899984,3.0099984,0.8099984,-0.4800016,-0.2000016,-1.1100015,-1.1100015,0.6999984,0.3299984,1.6899984,-1.6700015,-0.6100016,0.2999984,1.6199984,2.0699984,2.2399984,1.7999984,1.0999984,1.8999984,0.4199984,0.7099984,0.6899984,-2.5600015,-1.0300016,-1.6400015,-2.6300015,-0.3800016,2.1599984,2.5299984,589354.8387,477714.2857,571645.1613,766666.6667,1040258.065,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,712419.3548,712419.3548,688967.7419,778366.6667,773258.0645,615.2190476,-0.0679,-0.0721,-0.0225,0.0012,0.0328,0.0858,0.0763,0.1287,0.1886,0.1681,0.1802,0.0741,-0.0199,-0.0565,-0.054,-0.0381,0.0182,-11.3470001,-6.08300018,-3.24300003,-1.10000002,-3.22399998,0.612999976,4.08900023
561,2012,5.5,33_26,33,28.8512,-89.4845,,4,0.173333333,0.8637874,2010,1.693,0.114035088,1.90,53,0.2,47.17136849,1.798,0.113571402,4.810933941,,,0.6999984,0.3299984,1.6899984,-1.6700015,-0.6100016,0.2799984,-0.3700016,1.3499984,-2.5400015,0.5399984,-0.7700016,0.5799984,0.5399984,0.1099984,-0.3200016,-0.4300016,-0.3500016,-1.6400015,-2.6300015,-0.3800016,2.1599984,2.5299984,2.1499984,1.1499984,0.2699984,0.2399984,-1.2700015,0.3999984,-1.0400016,-1.2400015,1.2799984,1.5799984,3.8799983,2.3199984,712419.3548,946964.2857,688967.7419,778366.6667,773258.0645,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,298677.4194,298677.4194,812612.9032,844533.3333,1399838.71,427.2047619,-0.0199,-0.0565,-0.054,-0.0381,0.0182,0.0881,0.1122,0.1379,0.1815,0.1681,0.0572,-0.0444,-0.1067,-0.1067,-0.0048,-0.0471,0.0011,-5.24499989,-6.29400015,-2.80900002,-6.33099985,-8.85400009,0.460000008,-3.16300011
562,2012,5.5,33_26,33,28.8512,-89.4845,,5,0.156666667,1.2335958,2011,1.850,0.092519685,1.90,53,0.2,51.51971263,2.338,0.092181853,4.348344139,,,0.5399984,0.1099984,-0.3200016,-0.4300016,-0.3500016,0.8399984,1.6399984,1.8999984,-0.6200016,-1.9800015,-1.1000015,-1.7400015,1.0899984,-1.5100015,-1.2300015,-0.3600016,0.1399984,-1.24000155,1.2799984,1.57999839,3.87999834,2.31999837,1.98999838,1.2599984,-0.08000157,-0.40000156,-1.99000153,0.25999842,-0.17000157,1.85999838,-0.20000157,2.85999836,0.87999841,0.58999841,298677.4194,308178.5714,812612.9032,844533.3333,1399838.71,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,626193.5484,626193.5484,618290.3226,567433.3333,400322.5806,523.8666667,-0.1067,-0.1067,-0.0048,-0.0471,0.0011,0.0522,0.0824,0.0963,0.1004,0.0657,0.0948,0.0804,0.0156,-0.0104,0.0081,0.0772,0.0531,-15.6949997,-7.40500021,-6.30499983,-6.33300018,1.25699997,-1.19400001,-2.91199994
563,2012,5.5,33_26,33,28.8512,-89.4845,2.655,5.5,0.053333333,NA,2012,1.903,0.028828829,1.90,53,0.2,53,2.543,0.028732446,1.480287366,,,1.089998,-1.510002,-1.230002,-0.3600016,0.1399984,-0.6900016,2.479998,1.229998,-0.3100016,-1.57394E-06,-0.6000016,-0.1000016,-1.040002,-0.1300016,0.7199984,-2.560002,-0.6800016,1.85999838,-0.20000157,2.85999836,0.87999841,0.58999841,0.38999842,1.3499984,1.1799984,0.17999842,-1.54000154,-1.73000154,0.70999841,0.23999842,-0.06000157,-0.50000156,1.39999839,1.86999838,626193.5484,709068.9655,618290.3226,567433.3333,400322.5806,229,177.7333333,149.8666667,157.7,170.0666667,180.9,219.0333333,568806.4516,568806.4516,571516.129,640900,947100,183.4714286,0.0156,-0.0104,0.0081,0.0772,0.0531,0.1137,0.1534,0.1615,0.1833,0.1071,0.1406,0.0465,0.0198,-0.0096,0.0306,0.0424,0.0646,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
564,2012,5.5,33_27,33,28.8512,-89.4845,,1,0.886666667,NA,2007,0.887,,1.91,53,0.2,24.65347743,0.260,,24.65347743,,,-2.02000153,0.32999842,-1.77000153,-0.51000156,-2.81000151,0.51999841,1.92999838,0.16999842,-2.14000153,-2.89000151,-0.83000156,-0.53000156,-2.01000153,-0.15000157,-1.13000155,-1.20000155,-0.01000157,-1.2100015,-0.1400016,1.6199984,0.5399984,1.5599984,1.8599984,1.2999984,0.7999984,-0.2400016,-1.0900015,-0.9800016,1.1899984,-1.2200015,1.6699984,2.0399984,1.8799984,3.0699984,754000,579785.7143,562225.8065,635533.3333,628935.4839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,480064.5161,480064.5161,886870.9677,1363266.667,1097096.774,328.4122888,-0.0489,-0.0778,-0.0731,0.0134,0.0502,0.0422,0.0526,0.093,0.0599,0.1471,0.0647,-0.0142,-0.0294,-0.0334,-0.0589,-0.0059,0.022,-5.01800013,-4.85200024,-4.09200001,5.35500002,5.31699991,-2.20000005,-0.889999986
565,2012,5.5,33_27,33,28.8512,-89.4845,,2,0.32,1.0666667,2008,1.207,0.360902256,1.91,53,0.2,33.48875719,0.648,0.358378642,8.835279763,,,-2.01000153,-0.15000157,-1.13000155,-1.20000155,-0.01000157,0.87999841,1.79999839,2.08999838,-3.59000149,-2.18000153,-0.31000157,-0.37000157,1.0799984,-0.82000156,-1.36000154,-0.37000157,-0.64000156,-1.2200015,1.6699984,2.0399984,1.8799984,3.0699984,2.2699984,1.3999984,0.5199984,-0.4000016,-1.6000015,-0.3800016,1.1699984,0.2999984,1.6199984,2.0699984,2.2399984,1.7999984,480064.5161,609965.5172,886870.9677,1363266.667,1097096.774,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,589354.8387,589354.8387,571645.1613,766666.6667,1040258.065,467.7794163,-0.0294,-0.0334,-0.0589,-0.0059,0.022,0.0726,0.1123,0.0476,0.1497,0.1703,0.0918,0.0109,-0.0679,-0.0721,-0.0225,0.0012,0.0328,-5.79400015,-2.73600006,-3.4460001,10.6610003,-1.86800003,-1.27100003,-10.6190004
566,2012,5.5,33_27,33,28.8512,-89.4845,,3,0.233333333,0.9032258,2009,1.440,0.193370166,1.91,53,0.2,39.93114868,1.094,0.192374756,6.442391494,,,1.0799984,-0.8200016,-1.3600015,-0.3700016,-0.6400016,2.6899984,3.0099984,0.8099984,-0.4800016,-0.2000016,-1.1100015,-1.1100015,0.6999984,0.3299984,1.6899984,-1.6700015,-0.6100016,0.2999984,1.6199984,2.0699984,2.2399984,1.7999984,1.0999984,1.8999984,0.4199984,0.7099984,0.6899984,-2.5600015,-1.0300016,-1.6400015,-2.6300015,-0.3800016,2.1599984,2.5299984,589354.8387,477714.2857,571645.1613,766666.6667,1040258.065,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,712419.3548,712419.3548,688967.7419,778366.6667,773258.0645,615.2190476,-0.0679,-0.0721,-0.0225,0.0012,0.0328,0.0858,0.0763,0.1287,0.1886,0.1681,0.1802,0.0741,-0.0199,-0.0565,-0.054,-0.0381,0.0182,-11.3470001,-6.08300018,-3.24300003,-1.10000002,-3.22399998,0.612999976,4.08900023
567,2012,5.5,33_27,33,28.8512,-89.4845,,4,0.206666667,0.9538462,2010,1.647,0.143518519,1.91,53,0.2,45.63726686,1.629,0.142898924,5.70611818,,,0.6999984,0.3299984,1.6899984,-1.6700015,-0.6100016,0.2799984,-0.3700016,1.3499984,-2.5400015,0.5399984,-0.7700016,0.5799984,0.5399984,0.1099984,-0.3200016,-0.4300016,-0.3500016,-1.6400015,-2.6300015,-0.3800016,2.1599984,2.5299984,2.1499984,1.1499984,0.2699984,0.2399984,-1.2700015,0.3999984,-1.0400016,-1.2400015,1.2799984,1.5799984,3.8799983,2.3199984,712419.3548,946964.2857,688967.7419,778366.6667,773258.0645,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,298677.4194,298677.4194,812612.9032,844533.3333,1399838.71,427.2047619,-0.0199,-0.0565,-0.054,-0.0381,0.0182,0.0881,0.1122,0.1379,0.1815,0.1681,0.0572,-0.0444,-0.1067,-0.1067,-0.0048,-0.0471,0.0011,-5.24499989,-6.29400015,-2.80900002,-6.33099985,-8.85400009,0.460000008,-3.16300011
568,2012,5.5,33_27,33,28.8512,-89.4845,,5,0.19,1.0857143,2011,1.837,0.115384615,1.91,53,0.2,50.88321422,2.253,0.114948763,5.245947359,,,0.5399984,0.1099984,-0.3200016,-0.4300016,-0.3500016,0.8399984,1.6399984,1.8999984,-0.6200016,-1.9800015,-1.1000015,-1.7400015,1.0899984,-1.5100015,-1.2300015,-0.3600016,0.1399984,-1.24000155,1.2799984,1.57999839,3.87999834,2.31999837,1.98999838,1.2599984,-0.08000157,-0.40000156,-1.99000153,0.25999842,-0.17000157,1.85999838,-0.20000157,2.85999836,0.87999841,0.58999841,298677.4194,308178.5714,812612.9032,844533.3333,1399838.71,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,626193.5484,626193.5484,618290.3226,567433.3333,400322.5806,523.8666667,-0.1067,-0.1067,-0.0048,-0.0471,0.0011,0.0522,0.0824,0.0963,0.1004,0.0657,0.0948,0.0804,0.0156,-0.0104,0.0081,0.0772,0.0531,-15.6949997,-7.40500021,-6.30499983,-6.33300018,1.25699997,-1.19400001,-2.91199994
569,2012,5.5,33_27,33,28.8512,-89.4845,2.65,5.5,0.076666667,NA,2012,1.913,0.041742287,1.91,53,0.2,53,2.543,0.041600866,2.116785777,,,1.089998,-1.510002,-1.230002,-0.3600016,0.1399984,-0.6900016,2.479998,1.229998,-0.3100016,-1.57394E-06,-0.6000016,-0.1000016,-1.040002,-0.1300016,0.7199984,-2.560002,-0.6800016,1.85999838,-0.20000157,2.85999836,0.87999841,0.58999841,0.38999842,1.3499984,1.1799984,0.17999842,-1.54000154,-1.73000154,0.70999841,0.23999842,-0.06000157,-0.50000156,1.39999839,1.86999838,626193.5484,709068.9655,618290.3226,567433.3333,400322.5806,229,177.7333333,149.8666667,157.7,170.0666667,180.9,219.0333333,568806.4516,568806.4516,571516.129,640900,947100,183.4714286,0.0156,-0.0104,0.0081,0.0772,0.0531,0.1137,0.1534,0.1615,0.1833,0.1071,0.1406,0.0465,0.0198,-0.0096,0.0306,0.0424,0.0646,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
570,2012,5.5,34_05,34,28.8241,-89.5074,,1,0.936666667,NA,2007,0.937,,1.86,58,0.2,29.2396635,0.432,,29.2396635,,,-2.02000153,0.32999842,-1.77000153,-0.51000156,-2.81000151,0.51999841,1.92999838,0.16999842,-2.14000153,-2.89000151,-0.83000156,-0.53000156,-2.01000153,-0.15000157,-1.13000155,-1.20000155,-0.01000157,-1.2100015,-0.1400016,1.6199984,0.5399984,1.5599984,1.8599984,1.2999984,0.7999984,-0.2400016,-1.0900015,-0.9800016,1.1899984,-1.2200015,1.6699984,2.0399984,1.8799984,3.0699984,754000,579785.7143,562225.8065,635533.3333,628935.4839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,480064.5161,480064.5161,886870.9677,1363266.667,1097096.774,328.4122888,-0.0489,-0.0778,-0.0731,0.0134,0.0502,0.0422,0.0526,0.093,0.0599,0.1471,0.0647,-0.0142,-0.0294,-0.0334,-0.0589,-0.0059,0.022,-5.01800013,-4.85200024,-4.09200001,5.35500002,5.31699991,-2.20000005,-0.889999986
571,2012,5.5,34_05,34,28.8241,-89.5074,,2,0.273333333,1.0148515,2008,1.210,0.291814947,1.86,58,0.2,37.72292823,0.924,0.290128671,8.483264722,,,-2.01000153,-0.15000157,-1.13000155,-1.20000155,-0.01000157,0.87999841,1.79999839,2.08999838,-3.59000149,-2.18000153,-0.31000157,-0.37000157,1.0799984,-0.82000156,-1.36000154,-0.37000157,-0.64000156,-1.2200015,1.6699984,2.0399984,1.8799984,3.0699984,2.2699984,1.3999984,0.5199984,-0.4000016,-1.6000015,-0.3800016,1.1699984,0.2999984,1.6199984,2.0699984,2.2399984,1.7999984,480064.5161,609965.5172,886870.9677,1363266.667,1097096.774,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,589354.8387,589354.8387,571645.1613,766666.6667,1040258.065,467.7794163,-0.0294,-0.0334,-0.0589,-0.0059,0.022,0.0726,0.1123,0.0476,0.1497,0.1703,0.0918,0.0109,-0.0679,-0.0721,-0.0225,0.0012,0.0328,-5.79400015,-2.73600006,-3.4460001,10.6610003,-1.86800003,-1.27100003,-10.6190004
572,2012,5.5,34_05,34,28.8241,-89.5074,,3,0.223333333,0.9490085,2009,1.433,0.184573003,1.86,58,0.2,44.65437623,1.527,0.183746287,6.931448004,,,1.0799984,-0.8200016,-1.3600015,-0.3700016,-0.6400016,2.6899984,3.0099984,0.8099984,-0.4800016,-0.2000016,-1.1100015,-1.1100015,0.6999984,0.3299984,1.6899984,-1.6700015,-0.6100016,0.2999984,1.6199984,2.0699984,2.2399984,1.7999984,1.0999984,1.8999984,0.4199984,0.7099984,0.6899984,-2.5600015,-1.0300016,-1.6400015,-2.6300015,-0.3800016,2.1599984,2.5299984,589354.8387,477714.2857,571645.1613,766666.6667,1040258.065,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,712419.3548,712419.3548,688967.7419,778366.6667,773258.0645,615.2190476,-0.0679,-0.0721,-0.0225,0.0012,0.0328,0.0858,0.0763,0.1287,0.1886,0.1681,0.1802,0.0741,-0.0199,-0.0565,-0.054,-0.0381,0.0182,-11.3470001,-6.08300018,-3.24300003,-1.10000002,-3.22399998,0.612999976,4.08900023
573,2012,5.5,34_05,34,28.8241,-89.5074,,4,0.213333333,1.0596026,2010,1.647,0.148837209,1.86,58,0.2,51.27546089,2.305,0.148274038,6.621084661,,,0.6999984,0.3299984,1.6899984,-1.6700015,-0.6100016,0.2799984,-0.3700016,1.3499984,-2.5400015,0.5399984,-0.7700016,0.5799984,0.5399984,0.1099984,-0.3200016,-0.4300016,-0.3500016,-1.6400015,-2.6300015,-0.3800016,2.1599984,2.5299984,2.1499984,1.1499984,0.2699984,0.2399984,-1.2700015,0.3999984,-1.0400016,-1.2400015,1.2799984,1.5799984,3.8799983,2.3199984,712419.3548,946964.2857,688967.7419,778366.6667,773258.0645,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,298677.4194,298677.4194,812612.9032,844533.3333,1399838.71,427.2047619,-0.0199,-0.0565,-0.054,-0.0381,0.0182,0.0881,0.1122,0.1379,0.1815,0.1681,0.0572,-0.0444,-0.1067,-0.1067,-0.0048,-0.0471,0.0011,-5.24499989,-6.29400015,-2.80900002,-6.33099985,-8.85400009,0.460000008,-3.16300011
574,2012,5.5,34_05,34,28.8241,-89.5074,,5,0.163333333,0.9760956,2011,1.810,0.099190283,1.86,58,0.2,56.34472883,3.052,0.09886343,5.069267943,,,0.5399984,0.1099984,-0.3200016,-0.4300016,-0.3500016,0.8399984,1.6399984,1.8999984,-0.6200016,-1.9800015,-1.1000015,-1.7400015,1.0899984,-1.5100015,-1.2300015,-0.3600016,0.1399984,-1.24000155,1.2799984,1.57999839,3.87999834,2.31999837,1.98999838,1.2599984,-0.08000157,-0.40000156,-1.99000153,0.25999842,-0.17000157,1.85999838,-0.20000157,2.85999836,0.87999841,0.58999841,298677.4194,308178.5714,812612.9032,844533.3333,1399838.71,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,626193.5484,626193.5484,618290.3226,567433.3333,400322.5806,523.8666667,-0.1067,-0.1067,-0.0048,-0.0471,0.0011,0.0522,0.0824,0.0963,0.1004,0.0657,0.0948,0.0804,0.0156,-0.0104,0.0081,0.0772,0.0531,-15.6949997,-7.40500021,-6.30499983,-6.33300018,1.25699997,-1.19400001,-2.91199994
575,2012,5.5,34_05,34,28.8241,-89.5074,3.342,5.5,0.053333333,NA,2012,1.863,0.02946593,1.86,58,0.2,58,3.327,0.029377569,1.655271165,,,1.089998,-1.510002,-1.230002,-0.3600016,0.1399984,-0.6900016,2.479998,1.229998,-0.3100016,-1.57394E-06,-0.6000016,-0.1000016,-1.040002,-0.1300016,0.7199984,-2.560002,-0.6800016,1.85999838,-0.20000157,2.85999836,0.87999841,0.58999841,0.38999842,1.3499984,1.1799984,0.17999842,-1.54000154,-1.73000154,0.70999841,0.23999842,-0.06000157,-0.50000156,1.39999839,1.86999838,626193.5484,709068.9655,618290.3226,567433.3333,400322.5806,229,177.7333333,149.8666667,157.7,170.0666667,180.9,219.0333333,568806.4516,568806.4516,571516.129,640900,947100,183.4714286,0.0156,-0.0104,0.0081,0.0772,0.0531,0.1137,0.1534,0.1615,0.1833,0.1071,0.1406,0.0465,0.0198,-0.0096,0.0306,0.0424,0.0646,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
